income,expenses,emi,savings,stress_score
23809,9903,10189,6265,36.598975177453895
110085,19344,39774,230862,12.752418585638368
41606,5894,22509,218876,3.7232610681151748
139396,27652,5278,28217,10.420923125484231
73337,22073,891,246338,0.0
41455,18697,4520,151946,8.585695332288026
70481,30823,15263,28899,28.478242363190077
141621,13514,13017,243979,0.0
90747,17364,30984,117560,16.74722029378382
92111,33326,35252,253565,19.63451705008088
63047,32798,14958,295378,12.07559439783019
54880,25627,8335,164904,14.39923469387755
74275,38266,19683,376809,11.359744193874121
66030,56807,14543,307592,28.534151143419663
43854,5495,13486,243536,0.0
64434,16908,16733,232642,5.455349660117328
140903,34671,37185,521640,4.348736364733188
65396,61765,23009,338888,36.29747996819377
134885,65885,24647,273429,21.596063313192722
126407,68290,50089,600442,19.111678941830757
57229,42354,14967,341354,22.4650963672264
16154,11088,9280,8279,54.735978704964715
44961,6545,23044,31796,24.243900269122125
23670,7588,2474,40645,11.623785382340515
76176,37303,20039,302483,15.153000945179585
121748,60617,68077,96332,43.30477708052699
83982,14006,17001,465142,0.0
107537,87268,47484,619986,33.238187786529295
64671,33164,225,203098,10.077314406766556
82072,66628,21787,195265,39.313712350131595
147085,94757,74803,611455,31.76867117653058
21255,14978,2472,117664,14.886144436603146
89131,85164,31529,323862,43.75638105709574
56357,15965,4386,88063,9.46421917419309
126447,111356,49199,671057,34.59619445301193
38437,38028,7712,170997,35.249759346463044
105128,81608,25938,353758,31.857640210029682
59409,15655,16533,201410,7.356124492921946
137957,9612,4546,577087,0.0
96537,11552,15502,358506,0.0
27794,5910,8521,142976,0.0
20364,8865,6983,85313,14.535700255352584
108552,104184,37795,26722,60.68418822315572
48535,20675,9896,136331,15.410219429277845
53319,41711,27224,34054,56.34464262270485
30323,7514,5042,106677,1.4508788708241305
48312,24594,1592,62383,20.3151390958768
147312,100094,64158,528314,33.46265070055393
120623,56687,4269,464065,5.677068220820239
38346,10146,19791,89906,22.151202211443177
22639,5961,11410,34768,25.64645081496532
67096,33939,39524,267080,28.951204244664364
75763,47103,22660,403676,18.049377664559216
112016,97869,10721,232669,37.12813348093129
64281,30488,27507,198058,25.425708996437518
84327,55570,50253,361774,35.33565761855633
144735,139103,70273,781580,42.475524233944796
105229,91967,45435,259993,48.61573330545762
115506,31002,15478,591750,0.0
109266,30949,18054,217094,10.837222923873846
17144,12629,7609,36741,43.86986700886607
52471,38974,17817,313895,25.72096967848907
136529,10270,12702,559736,0.0
147744,73262,15637,283133,19.44522281784709
56818,28160,24205,296315,16.821253828012253
126048,75562,72721,719995,28.050742574257427
101328,17164,25740,342142,1.7476906679298914
95139,58017,11113,232550,22.94138050641693
34133,28001,14098,182315,32.538745495561486
95789,86401,22482,472198,29.83996074705864
107707,98703,7778,238676,37.62884492187138
108984,90503,32710,42653,51.56981758790282
131157,48091,55215,687689,10.172731916710504
119639,65385,41011,232698,31.31253186669899
47677,21587,8990,5339,29.621305870755286
39458,30552,15145,103297,40.97812864311419
78583,15051,38748,393009,4.299848567756385
36599,26687,13685,57171,43.60487991475177
125931,36264,36159,347599,12.082529321612629
69573,19924,28598,28629,28.703304442815462
46161,44625,17743,167548,45.56292108056584
91624,32887,11629,224110,10.793678512180216
127272,102032,25009,298990,36.19814256081464
48951,31238,9942,189278,20.698044983759274
91268,82375,21292,58839,51.23630407152561
70817,24228,40212,15629,38.715774460934526
41402,14977,10499,83068,18.19887928119415
143561,9120,80652,12057,25.22826533668615
132914,5686,43586,516280,0.0
19466,7045,4316,111031,1.9644508373574432
105700,56652,17081,2730,33.133301797540206
132929,60650,24745,597728,7.776030813441761
100226,87292,46332,440502,40.06315726458204
133168,67494,28125,3855,33.64490718490929
141703,44403,66654,345625,22.287354537306907
85480,10301,4187,338811,0.0
16419,14608,8266,8010,62.18344600767403
127328,74538,39397,474646,23.00790085448605
65083,25107,20329,357901,6.782646774119204
125160,102582,41505,360318,39.850671140939596
26270,25170,8503,25192,56.05862200228397
87572,33307,7387,335438,3.2389348193486462
92694,69541,3193,146662,30.977841068461824
17659,6578,10394,11343,38.95718896879779
86582,71215,30671,158518,46.14123027881084
77737,21693,12987,308408,0.7987187568339422
130995,14711,77544,198582,21.71380587045307
106368,91396,40606,528166,33.404877406738876
21132,15471,580,69128,21.347245883021017
26371,25634,1008,18771,46.57256076750976
92344,75846,29879,80511,49.650275058477
136371,85163,19928,384813,22.960930109774072
76810,5817,24379,55165,12.89135529227965
113486,17292,40673,564764,0.0
128932,116587,16582,372621,35.906718270095865
38793,11243,4566,179424,0.0
101641,90176,34473,297338,43.29975108470008
98066,36312,43739,475030,12.134786776252728
125641,91562,13830,143814,35.11775614648084
62651,38801,13265,265556,18.241847695966545
129450,84522,74931,142671,50.289571263035924
26373,15938,7394,98514,22.75395290638153
148093,21286,33822,487557,0.0
77864,62819,5071,351435,20.376746635158735
92804,5489,18764,175321,1.5991228826343704
114754,63668,21833,679793,10.351447444097808
40003,38834,20025,117011,53.93707971902108
145588,143653,54256,668739,41.27534549550787
74067,6404,10584,103993,3.0188207973861516
102532,46408,50691,368165,24.45300003901221
85040,49760,41763,131013,41.19773047977423
81914,20225,36229,49587,27.009729716531975
116350,65994,64152,20031,49.554146970348086
15212,11278,4208,7932,45.52721535629765
116537,97166,56742,570958,36.66809682761698
43970,5555,16083,200049,0.0
73375,73270,63,265892,31.84408858603066
51050,37848,2244,201355,19.106464250734575
94337,30258,29823,177809,19.258350382140627
30954,30435,12352,71922,53.5058473864444
91100,51606,13214,129186,27.03545554335895
122235,111274,43101,705841,34.62073055998691
95838,90243,21292,195037,45.792326634529104
48670,20069,23306,6727,39.08064516129032
139831,92914,66554,465071,35.63233474694453
74408,61740,13279,313152,27.58305558542092
65497,53292,33694,385289,36.26021039131563
142894,62388,15305,770374,1.1144624686830795
29003,19193,6303,135703,18.386201427438543
68344,5935,3161,83742,0.06555074329860666
122016,8627,39273,176058,9.195351429320745
138368,18743,57050,232736,14.855096554116557
79581,5412,4275,169645,0.0
100025,81629,33390,302657,39.027893026743314
137875,112251,31740,213468,42.17450589301904
142466,53423,49898,397036,18.82477222635576
45381,40112,1793,84375,36.478812718979306
37074,35249,12054,128316,43.23865781949614
63712,27561,35228,17609,42.3644682320442
99878,43929,36822,3270,36.57442079336791
26592,20343,993,61592,28.162981347773773
122771,55859,66270,454532,25.829308224254916
87482,5584,47571,379336,3.2619281680802885
139909,89482,7599,384221,20.420094489989925
93489,9885,21652,431862,0.0
61715,34804,35460,342715,26.180426152475093
34941,25679,1149,111270,22.139034372227467
79778,13523,3729,145911,1.2002682443781492
20097,17201,515,94474,20.315469970642383
141157,80851,32548,619530,15.917170243062692
19253,10088,8784,95458,19.65771568067314
116455,82147,50045,256095,41.463870164441204
38907,7376,15748,159314,5.195723134654433
146831,53862,33722,754272,2.528110548862294
93379,76383,6201,391786,22.577453174696664
104790,53506,13022,506049,6.354947991220538
113002,26708,4067,491464,0.0
101731,54284,44543,476339,20.782504841198854
113580,85931,59058,17516,57.856048600105645
25766,19905,7555,111362,28.744857564231932
16305,12711,4797,20717,44.39405090463048
58106,47618,18900,85984,46.58692733968953
102451,70551,25201,353245,27.0311173146187
88941,14701,26222,242315,6.435221101629171
123627,61489,27621,232087,24.419058943434685
92674,88123,46030,283695,52.10603837106416
42882,42022,9123,195773,34.68016883540879
88993,81970,398,247072,32.35153326666143
112354,15375,10637,70416,7.495505277960731
59628,8312,18424,238423,0.0
140188,114257,36966,621373,29.136766342340287
57617,33222,25831,318560,21.76293455056667
56800,15234,28774,78852,26.732394366197187
92340,79485,47449,9391,63.08484946935239
32917,19999,7214,47220,31.971625603791356
65873,24117,35221,165188,27.154524615548098
101191,20479,3357,353295,0.0
68935,50408,9910,105809,34.63777471531152
145158,7558,74972,293938,13.138028906432995
23934,5679,14166,59927,23.019762680705274
117614,23808,41359,59691,21.649676058972567
115673,49350,51863,122470,33.97223206798475
78440,67334,37342,281274,44.03378378378379
118180,38325,63301,561269,13.893594516838718
109647,45404,7058,322846,8.557370470692309
118608,90011,56135,410841,39.55673310400647
104775,53882,40683,61964,38.28775948460988
108443,40180,8008,524214,0.0
74772,72405,38751,105807,62.072099181511796
73907,62207,17479,85677,45.74837295520045
41336,28613,16664,128625,35.177206309270375
142034,32096,67390,290003,20.06832871002718
40895,10124,20578,227342,7.505685291600443
117964,43968,17514,313726,11.27742362076566
112263,100274,10480,391200,30.971023400407972
129496,128594,11481,247794,43.630459628096624
18792,8876,9199,57973,27.77219029374202
16763,14497,70,10231,40.35643977808268
115912,72913,43655,242454,36.05821657809373
26473,7735,13506,55921,24.454538586484343
147093,120431,44383,571155,33.591639303025985
61763,32360,21007,254015,19.238136100901837
29474,24567,6113,145417,25.303148537694234
130967,29796,73373,313995,21.797437522429313
115839,26744,32881,331629,8.58342181821321
104784,8548,32382,490477,0.0
110211,78918,59925,350070,41.67052290606201
131399,120245,53418,160592,55.90613322780234
80067,68773,43879,304949,45.82493411767645
34969,15846,17724,29123,38.76705081643742
31048,20910,14407,126152,31.918964184488527
55502,49079,3524,56679,41.647418111059054
25455,7458,3443,100980,0.22471027303083702
135334,97650,69603,171131,50.32707966955828
128745,59783,12802,678833,2.1950755369140573
135805,120462,65683,282393,53.30035712970803
101797,5559,45496,330931,4.353124355334639
137250,128414,75732,786620,43.85231329690346
83782,72435,19301,244074,37.877109641689145
119089,66030,5551,115147,24.75295787184375
23667,10441,10327,54382,28.02298559175223
102872,17510,15114,446884,0.0
20473,14641,4097,116178,18.76153958872662
51103,37354,19193,12798,50.31857229516858
81454,43991,37769,234963,31.127937240651157
60931,38144,18015,364636,18.12747205855804
38382,16674,7624,72843,20.17729664947111
44923,16837,15539,17161,30.665917236159654
50383,39943,29040,201258,42.721949864041434
108061,100533,13120,607484,26.373298414784244
121654,90042,40898,99413,46.368841139625495
23247,19480,7509,27961,48.80436185314234
147448,104548,28496,366238,30.763726873202756
26519,13953,3132,153163,6.031713111354119
119726,94470,26849,370765,32.93883534069458
139411,20878,72719,3726,28.218935378126545
22490,6801,13023,54451,26.17674522009782
132359,57104,27900,780269,5.003248740168786
122753,80577,58000,667316,26.720528215196367
40890,28516,11214,98483,33.796649547566645
18483,10961,1677,48322,20.208840556186765
124145,118981,37874,399009,44.05304281283983
88340,70999,46075,345098,41.51528186551958
108857,81703,9584,248784,29.622256722121683
110450,39020,8953,266387,8.84730647351743
40083,18762,5624,47374,23.106803382980317
20785,10359,2342,68629,12.917248015395717
46811,28479,10809,105932,28.340560979257013
138193,33326,39623,342752,11.125454979629936
75913,21403,32230,259663,13.976986813852701
74761,38918,8185,20925,29.008105830580117
40194,31986,7366,239528,22.11996815445091
146574,14128,58720,735384,0.0
33513,26740,19942,189259,38.69707277772804
64051,28654,1518,108,23.307676695133566
24758,11079,30,60829,10.138339122707809
97318,86766,9417,171327,39.646776546990274
121829,12433,44760,475509,0.2832248479426056
140333,126438,68688,101701,61.00428979641283
119742,57702,3968,240407,15.38127808120793
22547,19421,6745,14972,51.71375349270413
145511,138675,73535,239544,59.6341857316629
117309,107401,4484,21022,46.40990887314699
17978,7602,7371,89098,12.762821225942822
106975,43560,51975,618599,14.794344473007712
61358,32900,4381,263110,8.225333289872552
28909,7651,11161,27226,23.966930713618595
148694,39006,2624,184930,7.603602028326632
92745,72312,18289,475648,21.87217639764947
72103,59860,19919,122564,44.061134765543734
106661,7033,38309,38698,15.84946700293453
113095,25474,67474,469452,14.371988151554003
113681,53454,42211,620278,13.36296302812255
101340,83881,25117,145678,44.11229524373396
90222,58675,5552,61543,31.56785484693312
122680,99622,35108,239956,42.26964460384741
96952,81066,22594,289199,36.21446695271888
38922,16279,9033,211711,5.195519243615436
67676,52974,14850,88040,41.41054435841362
37341,35029,10213,218172,32.84446051257331
137868,118486,32198,312132,40.99254359242174
46499,24358,3673,186897,9.254715155164629
108036,73050,63282,74981,53.76795697730386
103049,11556,42557,262211,9.40353618181642
91825,25790,18188,454314,0.0
18106,5343,8366,92961,8.23704849221253
125807,80854,19618,164250,31.843776578409784
97049,8222,6148,127720,0.1898010283465048
64472,14168,11273,67656,12.734830624146916
47480,33593,14573,139729,32.93860572872788
60351,38287,2708,163498,19.969511689947144
45728,9112,9230,100130,7.088654653603919
66163,14748,20573,175546,10.316793373940117
19957,13269,2308,85447,16.462143608758833
124213,34642,14653,468220,0.0
90910,25822,16388,141444,13.633263667363327
139054,94021,28353,570409,21.452996677549727
24724,23953,2509,141057,27.5
143500,81369,61893,498777,28.22498257839721
57678,17898,30460,100892,27.893477582440443
130819,74468,59964,579847,24.63499185898073
118980,79976,33811,121970,39.850310976634724
22218,13617,10867,13013,47.279908182554685
39247,7921,6089,66807,7.78594542258007
16627,7749,1590,76569,4.102062909725145
92528,29414,45706,306102,19.11237679405153
63946,42985,24009,313767,24.094939480186408
109798,24648,65783,276684,22.589664656915428
17660,9193,3201,84516,9.34937712344281
35265,28212,6174,208872,22.00297745640153
132168,108365,39939,558143,31.96760940621028
126802,78401,26845,685413,14.383053895048974
133546,52521,52861,258914,25.80324382609738
44370,15630,10025,20300,24.363308541807527
39482,11204,11264,49076,19.385542778987894
116494,112822,14590,381996,37.03813071917867
83594,69258,1776,378768,19.619829174342655
15349,5944,37,51198,2.7812886833018418
127142,97770,17606,392999,28.533018200122697
121431,35251,37202,391955,10.630357981075669
138919,136384,64268,550502,47.778993514206114
85888,18786,39280,51100,26.255122950819672
96822,24000,54546,202467,24.472795439053108
22095,9959,8073,103946,13.62932790224033
102893,64535,43564,296672,33.8793698307951
70587,65711,14789,111867,47.002635046113305
134732,5564,14455,310909,0.0
93539,23687,47734,23300,31.82854210543196
70451,52657,9112,75980,37.15248896396077
27628,18115,13877,16789,49.83657883306791
108178,64875,19890,278085,24.486725581911294
95061,19731,16311,106157,11.657830235322582
79067,59637,35950,155362,46.075353813854065
129700,58616,25332,311961,18.382999228989977
123489,22727,28583,608061,0.0
32127,28339,645,190774,19.907710025834966
124617,9027,17236,151161,3.08934575539453
116842,31236,63034,157222,28.21802091713596
32990,32030,1362,38330,44.38708699605941
110518,110107,15981,521534,32.003112615139614
71796,43186,40036,28855,50.37139952086467
58647,40368,7518,147379,26.978788343819797
18521,15082,3851,81290,27.087630257545488
49317,12950,19350,281757,3.8237321816006613
79955,74199,163,175763,35.49065099118254
49139,16580,27974,281812,14.641832353120734
80744,12679,38728,44030,24.310413157634002
121546,22714,14652,268437,3.123056291445213
57146,38864,33412,75363,50.79734364609946
85066,31858,22586,502492,4.345919638868647
93446,42637,25969,558216,8.929863236521626
140946,130157,17235,6490,50.83365260454358
102468,94177,19057,218715,42.72119100597259
99066,19521,58985,313062,17.86828982698403
148835,14555,45557,545327,0.0
60461,19480,28985,236944,15.690775872049752
89772,73798,34896,239144,43.33221940025844
139200,11977,16383,326563,0.0
42633,25966,25069,33699,50.02146224755471
137322,70481,6191,269580,17.65041289815179
102528,34040,28219,43609,25.482941245318354
50325,40563,23772,300600,34.19582712369598
26484,20370,15425,82008,46.27171122186981
38514,11056,2207,22221,13.760580568105107
52733,23823,7724,254392,4.32651280981549
80267,53260,4027,68771,30.899684801973418
57629,39847,9261,160962,27.034652692220927
75031,45231,11276,276466,17.729471818315098
143822,31828,52802,843515,0.750441517987511
93292,8431,49722,507176,0.8374780259829357
75053,38234,19992,370385,11.451307742528616
66396,55978,146,206797,26.66960359057775
24455,21699,6801,65996,41.99591085667552
65007,37567,9659,280804,13.239958773670523
43997,31770,5741,177245,21.18133054526445
128093,20735,41732,310055,9.022780323671082
44224,42391,10906,112678,45.05246020260492
60014,48469,28152,41149,55.71674942513413
143507,100177,52928,658431,26.715177656839042
111795,103741,35610,571720,34.13904915246657
98655,78836,8988,34011,41.87588059398916
91485,64213,23882,470580,20.53675465923375
109372,80511,19417,1045,43.85953443294445
61491,19090,27232,74945,27.14307784879088
39802,10032,19883,29820,28.838249334204317
17274,11627,1080,51798,21.16244066226699
137115,53447,8343,273700,11.943040513437627
139258,7186,82888,121703,22.018878628157807
126738,108422,49388,501933,38.55950859252947
124950,68307,54156,105425,40.45190076030412
115041,59718,59471,577530,21.633287262801957
115735,35439,64593,644159,12.634855488832244
71394,59153,29065,298946,36.775079138302935
109323,29789,11410,402585,0.0
73941,67088,42665,4408,68.14838858008412
101327,28773,42499,492812,6.657159493520979
81408,11184,11364,288976,0.0
82224,6843,4244,270943,0.0
119543,11478,63492,627728,1.0456906719757768
44099,32650,20556,205269,32.390643778770496
64535,61838,29742,332538,41.345084062911596
97307,93116,16192,235815,42.38549128017512
129722,64538,21611,22682,30.665037541820197
55692,46465,13034,218228,31.485132514544283
90152,89762,21805,336719,40.783399148105424
106968,104249,46118,336373,50.25152382020792
46704,43324,952,241506,22.196813977389517
85179,30314,40469,490863,11.79850667418026
23341,13214,12092,120991,24.02874769718521
144188,32483,68684,395082,16.617887757649736
100073,46718,23210,32947,30.973039681032848
121223,67529,34666,492208,18.990208128820434
75237,43862,12406,352650,12.30897032045403
62992,52897,25313,214180,41.060293370586734
24720,9566,3647,140236,0.25
48974,9531,21426,124,27.217911544901376
112718,69549,65458,182344,45.99132347983463
19832,9200,2016,583,27.114007664380797
47989,42810,6612,130531,36.5151388859947
75604,74043,36658,117392,60.598777842442196
15124,5721,7253,74314,13.528167151547212
80446,18380,32065,378676,3.831390000745838
82971,29832,15939,177661,14.955285581709271
34287,32909,14456,15165,62.643713360748976
124264,17970,65909,688083,3.4463722397476317
30693,6175,9711,123904,2.5305444238099923
70195,26071,28737,291813,14.160054134909895
122832,71156,23951,528908,15.234629412530929
75147,51812,25417,398553,23.00298082425114
17720,7747,1251,44335,12.173532731376973
133426,35546,37605,545822,4.140047666871524
77034,28935,25426,345396,9.564737648311137
142336,30362,62883,300045,17.79728951214029
27207,17114,12318,151753,24.561509905539012
134080,86400,25172,77303,36.84639767303102
120656,100220,56627,169184,53.29332979710914
68946,49965,26073,401915,26.3615003045862
64698,10938,1047,139204,0.0
130312,11715,58449,164596,16.12077168641414
146999,81972,35600,3489,37.45028877747468
50240,40036,15803,190484,33.46934713375796
52341,5650,911,45885,1.7102271641734008
142596,40370,5217,824057,0.0
98553,42067,2343,381650,2.930605866893959
124692,26780,5399,589655,0.0
98239,26411,40185,170060,21.148932704933888
87866,85256,19746,211794,45.45182436892541
16924,7059,8799,62951,23.05335618057197
92068,39431,32844,60559,32.394697397575705
113155,97137,35891,174084,47.9171932305245
62711,6421,3582,97714,0.0
32584,28400,18401,64678,56.243862018168414
141633,104086,20808,757986,17.621564183488317
117325,14066,23376,465889,0.0
20281,19809,859,83813,29.8676100783985
112380,47928,32735,13363,32.38107314468766
149403,138044,56680,376146,48.78529882264747
91899,78373,26174,179851,44.248087574402334
120399,9981,47726,604753,0.0
97767,85770,39567,150680,52.346701852363275
102222,12683,1175,92448,2.1415155250337508
146577,75074,27821,815723,8.20125258396611
28389,17692,10221,106052,26.88294762055726
81626,11646,44131,18938,27.599661872442606
95385,34336,52324,122392,33.525187398437915
62193,21718,8336,322185,0.0
78701,61610,19722,117243,41.71694133492586
66477,50405,30737,336107,31.406426282774497
84218,13564,28522,96576,15.865966895438032
111495,65328,15358,552084,10.047984214538769
128277,125904,61219,720457,43.164674883260446
35734,10127,14549,174108,6.094196003805905
57158,19503,2928,224598,0.0
98600,6204,25157,579201,0.0
50410,47815,27935,66186,63.027573894068645
123299,108613,71042,634700,42.09162280310464
145873,75347,68146,242756,36.19182439519308
24543,19436,13416,122124,36.58151000285214
27910,7115,12221,71200,17.505911859548547
147325,28776,38670,593873,0.1101985406414343
28309,26936,336,16232,45.182804055247445
47233,32365,27010,15411,55.50346156289035
53468,43797,17718,92891,45.52470636642478
140332,123234,32080,571860,32.67679502893138
117173,88972,27967,265036,36.203732941889335
81490,62959,13059,270727,28.428948337219293
140204,122980,26349,132656,46.644032980514105
128502,8276,33068,668457,0.0
64623,13686,15544,196569,5.001547436671155
47124,18751,26019,10166,40.902300314065016
54361,54226,6833,301926,29.903699343279193
23337,13423,13558,2790,51.399922869263406
117790,98799,19324,133389,42.83865353595382
138476,24781,42700,356083,8.424817296860107
101197,62609,43552,295164,33.56532308270008
50771,43762,3908,143530,32.04132280238719
37331,15761,4327,170790,2.871072299161554
16600,5329,1342,24314,11.96144578313253
112117,49435,22333,646149,5.013914036230009
84406,64270,3611,162148,30.1779494348743
137567,83862,79434,421831,38.24540042306658
72176,13482,19874,28779,18.360188982487255
39891,6009,14243,233970,0.0
19522,11802,970,61275,16.521104395041498
118665,76733,22901,443934,21.345973960308434
47829,21165,6463,7999,26.694578602939636
21909,13380,10949,106683,26.178511114153995
84372,19615,17411,231685,6.1485445408429324
86701,17771,50467,383348,11.424205026470275
96918,91234,13253,51627,49.87396562042139
62176,24083,9802,78755,19.339536155429748
101741,33689,256,432521,0.0
106666,7802,9924,260791,0.0
80831,32875,37131,300255,20.137261694152
21442,14910,5983,111002,20.929484189907654
137486,96817,38820,103178,42.751698354741585
40612,28712,17809,196719,28.67046685708658
114393,46215,52912,469248,18.19158514944096
53189,6272,28540,273452,2.359040403090866
90948,14979,41555,71590,22.575537669877292
57360,38778,12319,308330,17.392956764295675
37045,31763,20692,131344,47.48576056147928
65509,39039,37523,119925,43.55500770886443
147147,57735,38903,72412,27.732879365532426
137609,98115,57814,696111,27.45521731863468
100753,12116,9362,119345,3.8068841622581955
123513,107557,63910,194455,56.366333908171605
60374,47848,2976,44249,37.93346473647597
140811,116863,54792,373727,43.79057744068291
91596,56695,27210,116755,36.45765098912616
114886,66392,62413,88399,46.77789286771234
83458,31148,28481,392744,8.781902274197801
133218,76499,17350,328681,21.585258748817726
132339,107711,22576,619816,24.101058644843917
114281,15186,17672,647770,0.0
67214,55996,25612,196245,42.29855387270509
56305,20659,24757,213486,16.97540182932244
21633,9079,5820,46385,21.02459205842925
27402,18745,6881,17524,41.05065323699
100146,95611,35002,486454,37.42895372755777
79680,27762,14053,129162,16.370607429718874
56732,31761,20671,265065,19.205474864274127
132697,101963,8023,98179,37.13855625974965
140499,125696,20606,44933,48.999459070883056
49793,34566,20551,159959,35.156447693450886
111790,104457,32591,539565,34.24872528848735
147504,26955,60600,777533,0.5704930035795641
103062,81212,8506,345837,25.922794046302226
55692,9541,20300,239668,1.6287797170150142
78933,36156,11494,334058,7.56679715708259
42091,33908,14576,223618,29.131286973462267
90234,46086,13315,2802,31.284105769443887
111928,14983,56567,179257,18.90094525051819
29471,23096,4621,57308,35.733432866207465
79727,17847,5544,50180,10.82707238451215
112924,100595,1616,98706,40.74297757783996
20015,14506,10068,65730,39.93854609043218
77857,41934,25052,289652,21.199378347483204
146196,106709,87204,250062,51.80237489397795
70990,25105,11872,346179,0.0
53521,45056,4750,156011,31.06715121167393
24094,24022,7090,80297,44.957873329459616
115540,40067,61576,340477,23.922494374242692
100766,6967,46394,481839,0.0
141694,95937,47953,123485,43.03319124310133
86653,7654,30281,278329,2.33454121611485
110429,64965,42301,592493,19.737251989966403
15721,9549,6030,51128,29.451688823866164
50167,18276,1924,184023,1.4081966232782541
18702,8594,2055,44138,15.57106191851139
64265,19614,34693,206345,20.79973547031822
22665,21312,1285,21382,44.566071034634895
79923,59530,13758,472702,19.12772293332332
18318,11853,8855,91442,26.729992357244235
136510,87332,42574,694290,19.462383708153254
149639,25174,82154,789281,5.372162337358574
144594,12250,13544,842378,0.0
20596,15471,3001,66295,27.29243542435424
148599,53880,58458,734653,9.145788329665745
18422,15796,4290,56950,36.73053957225057
90543,6348,16238,430373,0.0
30061,29279,5344,132706,33.73740061874189
69701,12893,20922,122363,12.47779802298389
87945,84982,18184,450736,31.586048098243218
27234,9813,2257,46205,12.848094293897335
27432,26278,14398,20453,65.16313065033538
108365,63824,24639,41167,36.6439809901721
54171,14004,21257,255141,5.072363441693895
72643,38593,10629,317152,10.586704844238263
77248,45381,29745,357672,21.62502589063795
108670,38611,18310,254229,12.807628600349684
131607,49361,66831,464344,21.42416436815671
64190,20559,7717,92042,13.653528587007324
80716,17911,26521,304796,5.357178254621143
30211,22043,11993,165501,27.360729535599617
115392,61733,25746,675506,10.673963533000553
31669,24646,6574,128884,26.866651930910354
92935,77734,5115,135582,36.72878893850541
65106,16470,29748,197916,15.725739563173903
75685,73236,32464,151289,55.544890004624435
102499,85040,29409,226904,41.8915306490795
80563,21360,11378,192642,6.9499646239588895
95911,69650,6770,117404,33.01268884695187
103701,91953,41633,288211,46.49824977579772
86857,9502,46591,304509,9.396997363482505
106003,36070,23450,598559,0.8624755903134798
140650,115929,10836,437110,28.754639175257726
80818,26382,41929,192422,25.169516691826075
83854,13200,40665,497162,2.268824385241011
31308,27279,13414,32925,55.445413312891276
30178,16939,6741,67732,25.778050235270726
116331,36059,46545,562336,7.333127025470425
94140,45169,29849,380270,16.476099426386238
95782,21374,31382,519945,0.0
50555,15489,1651,46928,11.983977845910395
38069,20609,15941,53688,36.7661351756022
102961,13269,33929,63935,16.520187255368537
18215,17655,71,94122,23.618720834477074
18963,17194,8547,105738,38.36444655381533
137036,133858,52372,612910,41.76442686593304
37285,7510,16006,175779,3.670242724956413
53825,18621,30678,288376,15.096052020436602
44189,39305,3264,80366,38.33487972119759
81338,25500,5809,110475,11.740945191669331
109439,22329,29806,431783,1.3685706192490805
130171,23851,6169,372069,0.0
131093,108985,2022,354355,28.669379753304906
127795,31065,71259,657222,9.458390390860359
122258,13092,22030,226888,3.2828935529781287
90357,39232,24021,260446,17.931206215345796
93734,39816,28860,25956,32.169970341604966
84330,69243,17374,221661,36.15326692754654
107137,28683,907,93557,9.35853159972745
61777,48382,36656,163069,49.69478932288716
99552,71087,3147,567988,11.967916264866602
57310,30749,10518,123306,23.41022509160705
92712,89930,45587,402906,46.43897230132021
127197,10422,76111,348191,14.344560013207856
27986,10382,6809,159201,3.280568855856501
89894,89873,27217,335691,43.42753687676597
121509,116264,11148,353846,36.95109004271289
88299,18380,6833,481010,0.0
144970,131891,72701,732350,40.548665241084365
145736,72787,59500,435188,26.372413130592303
23519,23342,7822,74777,47.02984820783196
94754,36330,24223,416412,7.423011165755536
92761,9490,26395,138799,9.015696251657484
50283,19878,5958,210102,3.6137461965276536
107994,70911,17205,98813,34.6286367761172
23632,14097,7846,64110,29.54214624238321
38736,24288,10980,26906,39.21597480380008
37826,18940,1990,192261,2.1400623909480245
66773,48575,3203,360943,13.29197430098992
45843,12855,23034,106003,22.557315184433833
111592,14584,53110,235493,15.020207541759268
52376,49620,4455,138152,37.5828623797159
106123,60267,27898,55980,36.27272127625491
147896,19806,17121,29330,10.334897495537405
108613,83378,47887,173000,48.05483689797722
37338,28948,16787,47057,50.44713160854893
98679,14383,37288,147436,14.93215375105139
50175,43480,2463,177317,27.622022919780765
73704,11681,32358,168793,14.034584283078262
138127,28571,77702,387611,18.812940265118332
49673,27350,26223,222469,26.253195901193806
78108,41478,26690,243972,24.60234547037436
110434,14890,3679,235308,0.0
33711,15876,5074,119136,11.897600189849012
105010,95246,24370,134895,48.210884677649744
45114,12109,21835,199757,10.641153522188237
66103,60776,6173,355521,24.70606477769541
54615,43649,10958,205316,29.189599926760046
42312,8764,18900,187843,6.026304594441292
81887,37759,19227,53619,29.173556242138563
140103,99390,56893,302829,40.906154757571215
72209,28802,20316,352583,6.7834341979531665
103851,6089,13643,366717,0.0
27913,15662,2359,97516,13.967685307921041
45434,40166,5037,196136,27.052427697319185
91103,19411,2132,391350,0.0
21290,5196,1015,31780,6.646312822921559
67521,33389,26716,50872,36.78455591593726
90124,66504,50447,390531,37.61955749855754
143709,90844,30530,217347,32.54260345559429
116474,72493,18820,370325,21.685741023747788
99300,86113,25231,373119,34.73610271903324
88983,49426,37421,57737,41.35008934290819
54995,47859,29114,90678,56.44367669788163
146496,112041,8472,428198,25.93886522498908
114400,82500,12515,202810,31.569493006993007
